Model,Adipose,Adrenal,Artery,Brain,Esophagus,Heart,Immune,Intestine,Kidney,Liver,Lung,Muscle,Pancreas,Pituitary,Salivary,Skin,Stomach,Thyroid,Conventional
BRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01730425
BRME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322222
BRSK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1142763
BSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1590898
BSND,0,0,0,0,0,0,0,0,-0.04570694,0,0,0,0,0,0,0,0,0,0
BST1,0,0,0,0,0,0,-0.122079946,0,0,0,0,0,0,0,0,0,0,0,-0.007956764
BST2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02422166
BTN1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03522378
BTN2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05630863
BTN3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000891241
BTNL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09656203
C19orf12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08796392
C1GALT1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009309915
C1QA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1QBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01482505
C1QL2,0,0,0,-1.5090244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1926218
C1QTNF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008079573
C1QTNF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952824
C1QTNF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1603538
C1QTNF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03579208
C1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1RL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2762343
C2,0,0,0,0,0,0,0,0,0,-0.201755041,0,0,0,0,0,0,0,0,0.008397301
C2CD2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000350312
C2orf69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02316341
C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07635462
C4BPB,0,0,0,0,0,0,0,0,0,0.687974,0,0,0,0,0,0,0,0,0.1897124
C5,0,0,0,0,0,0,0,0,0,0.33427985,0,0,0,0,0,0,0,0,-0.01435046
C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7orf50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05408644
C8B,0,0,0,0,0,0,0,0,0,0.1104473,0,0,0,0,0,0,0,0,0
C9,0,0,0,0,0,0,0,0,0,0.43302078,0,0,0,0,0,0,0,0,0.07108021
C9orf40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000465244
CA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007923939
CA11,0,0,0,-0.1512596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2752975
CA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02975041
CA14,0,0,0,-2.611779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2629474
CA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05064664
CA3,0,0,0,0,0,0,0,0,0,0,0,0.6665871,0,0,0,0,0,0,0
CA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4020574
CA5A,0,0,0,0,0,0,0,0,0,-0.2164178,0,0,0,0,0,0,0,0,-0.0335685
CA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.78803347,0,0,-0.01084338
CA7,0,0,0,0,0,0,0,-0.33940085,0,0,0,0,0,0,0,0,0,0,0.04822222
CA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02462529
CA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08355553,0,-0.0320457
CABP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06543568
CACNA1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01409254
CACNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07511046
CACYBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002005653
CADPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017354
CALB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2409571
CALB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09197259
CALCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07985807
CALCOCO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1457084
CALCOCO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05081865
CAMKK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001345971
CAMLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001976018
CAMSAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06771268
CANT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04956739
CAPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004335151
CAPN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003673362
CAPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09743339
CARHSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1164739
CASC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01044224
CASP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001238425
CASP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02412903
CASP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009840594
CASP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2708729
CASP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06777964
CASQ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01341229
CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006643414
CBLIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84192862,0,0.01842258
CBLN1,0,0,0,-0.08117304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02808669
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05783689
CBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09933351
CBX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04019717
CC2D1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07127454
CCAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003746116
CCDC134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01922375
CCDC28A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002856553
CCDC50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04330894
CCDC80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7474333
CCER2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06734635
CCL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3543277
CCL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1585025
CCL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02817218
CCL15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341677
CCL16,0,0,0,0,0,0,0,0,0,0.5788442,0,0,0,0,0,0,0,0,0
CCL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03197619
CCL18,0,0,0,0,0,0,0,0,0,0,1.27152037,0,0,0,0,0,0,0,0.02892584
CCL19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03603097
CCL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1275537
CCL20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05495268
CCL21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05679089
CCL22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09791605
CCL23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007572378
CCL24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01967442
CCL25,0,0,0,0,0,0,0,1.1396221,0,0,0,0,0,0,0,0,0,0,0.1026556
CCL26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01346745
CCL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33932485,0,0,0.09552965
CCL28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5960641,0,0,0,0.2265154
CCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08163537
CCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003373595
CCL5,0,0,0,0,0,0,-0.16542856,0,0,0,0,0,0,0,0,0,0,0,-0.07464758
CCL7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06022284
CCL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02706301
CCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1503731
CCN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1750805
CCN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04683509
CCN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6103091
CCND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008876749
CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02567732
CCT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01361712
CD109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08546731
CD14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05477076
CD160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1341761
CD163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03653259
CD164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06841285
CD177,0,0,0,0,0,0,0.026711305,0,0,0,0,0,0,0,0,0,0,0,-0.007121927
CD1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2117644
CD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003708903
CD200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD200R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08030071
CD207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5766407,0,0,0
CD209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1742889
CD22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03240586
CD226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD244,0,0,0,0,0,0,-0.3637102,0,0,0,0,0,0,0,0,0,0,0,0
CD248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5257835
CD27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1219544
CD276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032488
CD28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02589672
CD2AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1438167
CD300A,0,0,0,0,0,0,0.43601427,0,0,0,0,0,0,0,0,0,0,0,-0.06412479
CD300C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05759442
CD300E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04289354
CD300LG,0.35969735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05095289
CD302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05641087
CD33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05478865
CD38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09030203
CD3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06794511
CD3G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007823083
CD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08457327
CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02533652
CD40LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06631683
CD46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1615298
CD48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06761621
CD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08589065
CD55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1191779
CD58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08142603
CD59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD5L,0,0,0,0,0,0,0.1913954,0,0,0,0,0,0,0,0,0,0,0,0.1677531
CD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02029266
CD63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05851559
CD69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004558725
CD7,0,0,0,0,0,0,-1.1231221,0,0,0,0,0,0,0,0,0,0,0,-0.1174034
CD70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06688412
CD72,0,0,0,0,0,0,0.83197622,0,0,0,0,0,0,0,0,0,0,0,0.02358262
CD74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD79B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08574941
CD82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.330837
CD84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04745611
CD86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8A,0,0,0,0,0,0,-2.2662125,0,0,0,0,0,0,0,0,0,0,0,-0.1475774
CD93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.310972
CD99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD99L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152258
CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04072343
CDAN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05407845
CDC25A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005526711
CDC26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02003373
CDC27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09457388
CDC42BPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864588
CDCP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6085337
CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02505822
CDH15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03620947
CDH17,0,0,0,0,0,0,0,-0.43778919,0,0,0,0,0,0,0,0,0,0,0.02279879
CDH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1621583
CDH22,0,0,0,0.0622457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04075702
CDH23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07432212
CDH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3556282
CDH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02031393
CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87751904,0,0,-0.03229052
CDHR2,0,0,0,0,0,0,0,1.3833851,0,0,0,0,0,0,0,0,0,0,0.3315518
CDHR5,0,0,0,0,0,0,0,-1.22073274,0,0,0,0,0,0,0,0,0,0,0.07522985
CDK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK5RAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851548
CDKL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01883545
CDKN1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05315373
CDKN2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03772582
CDNF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6317123
CDSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15379931,0,0,0.04155158
CEACAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133592
CEACAM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM18,0,0,0,0,0,0,0,-0.1628172,0,0,0,0,0,0,0,0,0,0,0
CEACAM19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09397461
CEACAM20,0,0,0,0,0,0,0,0.16391177,0,0,0,0,0,0,0,0,0,0,-0.05701732
CEACAM21,0,0,0,0,0,0,-0.1797578,0,0,0,0,0,0,0,0,0,0,0,0.0250736
CEACAM3,0,0,0,0,0,0,-0.2765483,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09445463
CEACAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1448994
CEACAM8,0,0,0,0,0,0,0.9260937,0,0,0,0,0,0,0,0,0,0,0,0
CEBPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01487426
CEBPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02562533
CELA2A,0,0,0,0,0,0,0,0,0,0,0,0,-0.6291376,0,0,0,0,0,0.2375456
CELA3A,0,0,0,0,0,0,0,0,0,0,0,0,0.1281352,0,0,0,0,0,-0.1861467
CELSR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1115132
CEMIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06635759
CEND1,0,0,0,0.139274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099234
CEP112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06331724
CEP152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009434797
CEP170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06182575
CEP290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02935752
CEP43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04703635
CEP85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382952
CERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03334852
CES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01472328
CES2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892734
CES3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02928005
CETN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02721657
CETN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08992504
CFB,0,0,0,0,0,0,0,0,0,-0.78940542,0,0,0,0,0,0,0,0,0.03567832
CFC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05206036
CFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01807105
CFHR2,0,0,0,0,0,0,0,0,0,0.09422112,0,0,0,0,0,0,0,0,0.02156578
CFHR4,0,0,0,0,0,0,0,0,0,0.07190401,0,0,0,0,0,0,0,0,0
CFHR5,0,0,0,0,0,0,0,0,0,-0.3843462,0,0,0,0,0,0,0,0,0
CFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07567326
CFP,0,0,0,0,0,0,-0.05898879,0,0,0,0,0,0,0,0,0,0,0,-0.1349019
CGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2118978,0,0,0,0,-0.297932
CGB3_CGB5_CGB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825242
CGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01896159
CGREF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001037411
CHAC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02283208
CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1507421
CHCHD10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1059449
CHCHD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03244962
CHEK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003859669
CHGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2152965
CHGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3786709
CHI3L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002426814
CHIT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02608229
CHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07398275
CHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001877312
CHMP1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114364
CHMP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03055647
CHP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.41E-05
CHRDL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7434261
CHRDL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02388458
CHRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006970454
CIAPIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01476434
CILP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1766403
CINP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIRBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02082702
CIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01347004
CKAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3454554
CKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01448695
CKMT1A_CKMT1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008978159
